,Total,Utility_Gas,BottledTankLPGas,Electricity,Fuel,Coal,Wood,Solar,Other,state,county
833,18667.0,11174.0,779.0,6168.0,0.0,0.0,344.0,45.0,149.0,08,037
834,8816.0,3214.0,3897.0,815.0,4.0,0.0,626.0,11.0,154.0,08,039
835,262780.0,184058.0,10137.0,63625.0,386.0,28.0,1557.0,321.0,1459.0,08,041
836,17449.0,11922.0,2367.0,1710.0,50.0,5.0,1257.0,20.0,62.0,08,043
837,21586.0,14331.0,1581.0,4410.0,10.0,28.0,917.0,77.0,193.0,08,045
838,2860.0,1397.0,445.0,590.0,97.0,0.0,219.0,19.0,93.0,08,047
839,6315.0,2800.0,588.0,2190.0,6.0,11.0,648.0,0.0,67.0,08,049
840,6824.0,2855.0,762.0,1888.0,17.0,41.0,1125.0,59.0,51.0,08,051
841,376.0,21.0,181.0,53.0,0.0,2.0,116.0,0.0,3.0,08,053
842,3057.0,1200.0,1049.0,341.0,0.0,0.0,439.0,11.0,17.0,08,055
843,635.0,168.0,64.0,266.0,0.0,0.0,137.0,0.0,0.0,08,057
844,229007.0,168562.0,5276.0,49348.0,169.0,0.0,1991.0,861.0,1448.0,08,059
845,615.0,365.0,142.0,80.0,0.0,0.0,12.0,0.0,14.0,08,061
846,3020.0,2198.0,334.0,382.0,0.0,0.0,54.0,0.0,37.0,08,063
847,3275.0,1644.0,493.0,706.0,81.0,8.0,272.0,0.0,71.0,08,065
848,21370.0,10846.0,4695.0,3690.0,19.0,60.0,1677.0,159.0,148.0,08,067
849,134185.0,97160.0,5919.0,27992.0,77.0,40.0,1671.0,376.0,498.0,08,069
850,6750.0,3346.0,1493.0,1057.0,6.0,7.0,709.0,68.0,29.0,08,071
851,1513.0,891.0,341.0,205.0,6.0,0.0,50.0,0.0,15.0,08,073
852,8301.0,4656.0,1180.0,2320.0,1.0,0.0,98.0,0.0,42.0,08,075
853,59750.0,44909.0,2636.0,9702.0,12.0,35.0,1440.0,421.0,396.0,08,077
854,5218.0,3234.0,702.0,907.0,0.0,40.0,196.0,19.0,100.0,08,081
855,10521.0,4098.0,3171.0,1649.0,57.0,76.0,1300.0,9.0,161.0,08,083
856,10863.0,5344.0,1738.0,3448.0,14.0,0.0,195.0,77.0,44.0,08,087
857,2259.0,1088.0,487.0,335.0,0.0,0.0,312.0,23.0,9.0,08,091
858,6987.0,2868.0,2021.0,722.0,0.0,0.0,1178.0,8.0,190.0,08,093
859,7424.0,4014.0,501.0,2606.0,0.0,0.0,213.0,6.0,58.0,08,097
860,4900.0,3822.0,346.0,573.0,28.0,0.0,55.0,0.0,18.0,08,099
861,2513.0,1522.0,257.0,508.0,0.0,6.0,145.0,10.0,57.0,08,103
862,4737.0,1776.0,868.0,1049.0,21.0,0.0,892.0,57.0,67.0,08,105
863,2803.0,710.0,938.0,396.0,24.0,13.0,629.0,35.0,30.0,08,109
864,3604.0,1617.0,557.0,1020.0,26.0,0.0,329.0,49.0,0.0,08,113
865,954.0,558.0,178.0,200.0,0.0,0.0,10.0,0.0,6.0,08,115
866,10460.0,5735.0,2115.0,1364.0,0.0,0.0,1129.0,14.0,70.0,08,119
867,2081.0,722.0,712.0,558.0,6.0,0.0,49.0,0.0,24.0,08,121
868,4108.0,2327.0,1001.0,681.0,2.0,0.0,55.0,0.0,21.0,08,125
869,209431.0,115583.0,5712.0,62659.0,22862.0,107.0,719.0,255.0,728.0,10,003
870,94223.0,14358.0,20679.0,46958.0,9260.0,26.0,1181.0,346.0,1040.0,10,005
871,3622.0,1248.0,1131.0,924.0,13.0,27.0,248.0,0.0,31.0,30,003
872,2399.0,1152.0,572.0,436.0,8.0,0.0,185.0,5.0,32.0,30,005
873,4524.0,2565.0,910.0,665.0,10.0,1.0,334.0,0.0,20.0,30,009
874,650.0,33.0,450.0,69.0,0.0,0.0,87.0,0.0,11.0,30,011
875,2301.0,797.0,1024.0,230.0,51.0,0.0,176.0,2.0,21.0,30,015
876,856.0,51.0,529.0,178.0,65.0,5.0,17.0,0.0,11.0,30,019
877,3892.0,2692.0,332.0,734.0,11.0,1.0,109.0,0.0,5.0,30,021
878,1274.0,678.0,345.0,227.0,0.0,0.0,15.0,0.0,9.0,30,025
879,5057.0,2512.0,989.0,730.0,97.0,4.0,514.0,3.0,206.0,30,027
880,45287.0,25442.0,3696.0,13705.0,103.0,19.0,1755.0,19.0,361.0,30,031
881,437.0,17.0,178.0,178.0,4.0,5.0,36.0,2.0,9.0,30,033
882,361.0,2.0,203.0,52.0,32.0,0.0,63.0,2.0,5.0,30,037
883,6471.0,4149.0,946.0,1078.0,16.0,0.0,196.0,0.0,61.0,30,041
884,4445.0,2214.0,768.0,587.0,15.0,0.0,759.0,14.0,69.0,30,043
885,11869.0,440.0,2214.0,6700.0,463.0,0.0,1946.0,3.0,69.0,30,047
886,28502.0,17889.0,2905.0,5401.0,44.0,0.0,1664.0,32.0,293.0,30,049
887,8622.0,404.0,1026.0,3928.0,253.0,0.0,2912.0,12.0,56.0,30,053
888,29822.0,2090.0,1026.0,26062.0,67.0,9.0,161.0,62.0,0.0,12,107
889,91253.0,4081.0,1463.0,84401.0,121.0,0.0,84.0,188.0,175.0,12,109
890,118527.0,3784.0,681.0,111658.0,215.0,0.0,44.0,52.0,117.0,12,111
891,65697.0,5113.0,1115.0,58492.0,0.0,0.0,452.0,39.0,37.0,12,113
892,189228.0,6788.0,676.0,178225.0,194.0,11.0,63.0,307.0,96.0,12,115
893,178094.0,8862.0,1013.0,165728.0,200.0,21.0,190.0,268.0,149.0,12,117
894,59076.0,13277.0,542.0,44554.0,105.0,0.0,99.0,33.0,110.0,12,119
895,15149.0,342.0,921.0,13473.0,0.0,0.0,239.0,0.0,104.0,12,121
896,7172.0,730.0,284.0,5822.0,0.0,0.0,248.0,0.0,8.0,12,123
897,4008.0,16.0,56.0,3889.0,11.0,0.0,31.0,0.0,0.0,12,125
898,220386.0,8565.0,1655.0,207294.0,667.0,7.0,208.0,159.0,139.0,12,127
899,11382.0,52.0,1039.0,9970.0,49.0,0.0,197.0,22.0,0.0,12,129
900,28635.0,1868.0,736.0,25301.0,28.0,0.0,311.0,80.0,92.0,12,131
901,9037.0,171.0,514.0,8127.0,20.0,0.0,78.0,0.0,0.0,12,133
902,12786.0,7339.0,615.0,4547.0,8.0,0.0,152.0,0.0,71.0,31,001
903,2725.0,1288.0,570.0,772.0,8.0,0.0,69.0,4.0,12.0,31,003
904,234.0,7.0,131.0,74.0,4.0,0.0,10.0,2.0,5.0,31,007
905,237.0,23.0,145.0,50.0,0.0,0.0,13.0,0.0,6.0,31,009
906,4601.0,2456.0,531.0,1458.0,29.0,13.0,51.0,6.0,34.0,31,013
907,876.0,64.0,308.0,368.0,24.0,0.0,75.0,0.0,33.0,31,015
908,19016.0,9988.0,985.0,7648.0,17.0,0.0,206.0,11.0,85.0,31,019
909,2881.0,1315.0,585.0,778.0,35.0,0.0,81.0,9.0,78.0,31,021
910,10073.0,4593.0,1901.0,3154.0,75.0,0.0,167.0,0.0,117.0,31,025
911,3479.0,1356.0,974.0,1018.0,39.0,0.0,61.0,0.0,28.0,31,027
912,2459.0,169.0,906.0,1204.0,53.0,0.0,100.0,0.0,13.0,31,031
913,4403.0,2656.0,553.0,1072.0,17.0,0.0,59.0,1.0,31.0,31,033
914,3742.0,1304.0,693.0,1354.0,195.0,0.0,130.0,0.0,53.0,31,037
915,4828.0,1445.0,1439.0,1715.0,11.0,0.0,153.0,0.0,57.0,31,041
916,7350.0,3770.0,443.0,3071.0,29.0,0.0,24.0,0.0,2.0,31,043
917,9007.0,3655.0,568.0,4508.0,7.0,0.0,161.0,16.0,69.0,31,047
918,823.0,586.0,87.0,127.0,0.0,0.0,19.0,0.0,2.0,31,049
919,15284.0,8127.0,1270.0,5509.0,88.0,6.0,128.0,0.0,79.0,31,053
920,221451.0,162898.0,3437.0,52751.0,298.0,44.0,334.0,28.0,623.0,31,055
921,2488.0,1328.0,407.0,675.0,6.0,0.0,41.0,0.0,21.0,31,059
922,1328.0,791.0,130.0,308.0,4.0,0.0,74.0,0.0,21.0,31,061
923,2077.0,1284.0,135.0,513.0,0.0,0.0,97.0,0.0,46.0,31,065
924,9048.0,4491.0,933.0,3369.0,24.0,0.0,158.0,4.0,65.0,31,067
925,906.0,294.0,189.0,312.0,11.0,0.0,57.0,0.0,37.0,31,071
926,940.0,323.0,115.0,440.0,15.0,0.0,27.0,0.0,15.0,31,073
927,1045.0,324.0,267.0,421.0,0.0,0.0,17.0,0.0,12.0,31,077
928,23496.0,15777.0,748.0,6425.0,70.0,0.0,189.0,0.0,174.0,31,079
929,1515.0,800.0,133.0,511.0,0.0,0.0,60.0,0.0,11.0,31,083
930,389.0,4.0,226.0,129.0,0.0,0.0,27.0,0.0,3.0,31,085
931,4390.0,1816.0,760.0,1609.0,3.0,0.0,158.0,0.0,36.0,31,089
932,316.0,14.0,226.0,61.0,0.0,0.0,10.0,0.0,5.0,31,091
933,3246.0,1284.0,677.0,1091.0,53.0,0.0,52.0,0.0,54.0,31,095
934,1847.0,721.0,435.0,557.0,17.0,0.0,82.0,0.0,35.0,31,097
935,3864.0,1619.0,473.0,1699.0,3.0,0.0,42.0,11.0,8.0,31,101
936,349.0,17.0,158.0,110.0,4.0,0.0,58.0,0.0,2.0,31,103
937,240879.0,7773.0,1737.0,227488.0,428.0,82.0,322.0,540.0,177.0,12,105
938,3605.0,1066.0,1045.0,1250.0,25.0,2.0,157.0,0.0,46.0,31,107
939,126666.0,75978.0,4119.0,45181.0,133.0,18.0,383.0,86.0,423.0,31,109
940,319.0,20.0,206.0,79.0,0.0,0.0,7.0,0.0,7.0,31,113
941,316.0,3.0,147.0,112.0,1.0,0.0,48.0,0.0,5.0,31,115
942,14187.0,7722.0,784.0,5133.0,205.0,24.0,139.0,17.0,133.0,31,119
943,3330.0,1097.0,637.0,1401.0,18.0,0.0,159.0,1.0,14.0,31,121
944,1530.0,680.0,165.0,610.0,3.0,3.0,32.0,0.0,23.0,31,125
945,1852.0,859.0,302.0,514.0,3.0,0.0,20.0,0.0,121.0,31,129
946,6509.0,3097.0,927.0,2137.0,71.0,0.0,142.0,0.0,67.0,31,131
947,19059.0,7660.0,6029.0,2922.0,440.0,8.0,1638.0,4.0,220.0,55,005
948,106031.0,79771.0,3534.0,19232.0,817.0,5.0,956.0,29.0,838.0,55,009
949,5751.0,1124.0,2700.0,701.0,442.0,0.0,665.0,6.0,104.0,55,011
950,19951.0,14287.0,1887.0,2438.0,533.0,0.0,542.0,0.0,171.0,55,015
951,26044.0,11708.0,6709.0,4500.0,1185.0,12.0,1593.0,6.0,231.0,55,017
952,24336.0,13380.0,4800.0,4044.0,506.0,2.0,1228.0,7.0,199.0,55,021
953,6676.0,3350.0,1528.0,675.0,116.0,0.0,962.0,0.0,31.0,55,023
954,35007.0,21177.0,5371.0,5789.0,875.0,0.0,1097.0,0.0,365.0,55,027
955,13429.0,5280.0,5177.0,1604.0,544.0,0.0,683.0,2.0,115.0,55,029
956,17124.0,6070.0,5622.0,3275.0,469.0,0.0,1440.0,14.0,158.0,55,033
957,41602.0,23235.0,4630.0,10297.0,1379.0,18.0,1175.0,10.0,536.0,55,035
958,41890.0,26107.0,5797.0,6581.0,1332.0,7.0,884.0,3.0,607.0,55,039
959,3929.0,1327.0,1565.0,342.0,66.0,0.0,582.0,0.0,47.0,55,041
960,15240.0,7697.0,3976.0,1779.0,824.0,6.0,719.0,19.0,106.0,55,045
961,8024.0,4721.0,1706.0,787.0,101.0,16.0,623.0,0.0,35.0,55,047
962,2859.0,1240.0,886.0,272.0,90.0,0.0,336.0,0.0,29.0,55,051
963,8246.0,2644.0,3046.0,1097.0,260.0,0.0,1030.0,5.0,146.0,55,053
964,10779.0,3744.0,4049.0,1471.0,216.0,0.0,1123.0,0.0,131.0,55,057
965,64595.0,50900.0,1527.0,10448.0,318.0,13.0,585.0,0.0,498.0,55,059
966,48105.0,29706.0,2957.0,13245.0,783.0,0.0,912.0,4.0,299.0,55,063
967,6777.0,2682.0,1986.0,672.0,691.0,11.0,636.0,0.0,81.0,55,065
968,12654.0,6461.0,3187.0,1454.0,336.0,0.0,1050.0,0.0,132.0,55,069
969,34435.0,25092.0,4170.0,2864.0,653.0,18.0,1175.0,0.0,201.0,55,071
970,18869.0,8602.0,5168.0,2280.0,343.0,3.0,2171.0,0.0,124.0,55,075
971,6770.0,2319.0,2859.0,640.0,51.0,5.0,809.0,0.0,82.0,55,077
972,383703.0,305212.0,4534.0,62127.0,3960.0,71.0,778.0,104.0,3362.0,55,079
973,18025.0,8047.0,4254.0,2989.0,564.0,0.0,1781.0,15.0,233.0,55,081
974,16283.0,7681.0,5111.0,1306.0,417.0,9.0,1342.0,11.0,340.0,55,083
975,74597.0,53219.0,5712.0,11252.0,1602.0,75.0,1246.0,21.0,981.0,55,087
976,36166.0,27509.0,1516.0,5696.0,732.0,0.0,231.0,27.0,249.0,55,089
977,15856.0,6902.0,4641.0,2775.0,284.0,0.0,825.0,18.0,262.0,55,093
978,18647.0,5924.0,7550.0,2735.0,459.0,3.0,1731.0,3.0,200.0,55,095
979,6676.0,2298.0,2227.0,660.0,180.0,7.0,1247.0,7.0,45.0,55,099
980,77648.0,60249.0,2324.0,12189.0,1234.0,0.0,551.0,0.0,660.0,55,101
981,65237.0,44649.0,5298.0,12474.0,768.0,3.0,1205.0,17.0,484.0,55,105
982,6414.0,1767.0,2766.0,612.0,244.0,2.0,954.0,1.0,44.0,55,107
983,26751.0,13698.0,5306.0,5030.0,644.0,4.0,1759.0,9.0,178.0,55,111
984,7893.0,1644.0,4445.0,712.0,92.0,7.0,900.0,2.0,53.0,55,113
985,17153.0,7653.0,4891.0,1412.0,809.0,12.0,2017.0,5.0,272.0,55,115
986,47754.0,35043.0,4352.0,6069.0,697.0,24.0,892.0,39.0,362.0,55,117
987,8623.0,2270.0,3139.0,1125.0,455.0,0.0,1527.0,8.0,85.0,55,119
988,12143.0,6113.0,2423.0,1746.0,555.0,16.0,1052.0,12.0,192.0,55,121
989,12146.0,4321.0,3904.0,1153.0,526.0,0.0,2050.0,17.0,161.0,55,123
990,10917.0,5230.0,3696.0,1020.0,47.0,0.0,864.0,0.0,46.0,55,125
991,41414.0,30911.0,2835.0,5974.0,567.0,25.0,499.0,3.0,283.0,55,127
992,7290.0,2210.0,3406.0,597.0,162.0,0.0,809.0,6.0,74.0,55,129
993,54787.0,38564.0,3997.0,9319.0,1320.0,0.0,990.0,42.0,398.0,55,131
994,159780.0,126704.0,3054.0,25324.0,2461.0,8.0,800.0,1.0,784.0,55,133
995,22486.0,11062.0,6317.0,2456.0,579.0,0.0,1530.0,28.0,341.0,55,135
996,10053.0,3876.0,3810.0,920.0,182.0,10.0,1084.0,5.0,103.0,55,137
997,71132.0,51467.0,3689.0,13377.0,409.0,4.0,882.0,0.0,727.0,55,139
998,32707.0,20388.0,4766.0,4141.0,1192.0,4.0,1831.0,32.0,199.0,55,141
999,16137.0,9905.0,826.0,4387.0,5.0,23.0,675.0,44.0,219.0,56,001
1000,4408.0,2842.0,390.0,676.0,0.0,7.0,442.0,0.0,37.0,56,003
1001,17506.0,9426.0,2677.0,4665.0,0.0,204.0,340.0,0.0,134.0,56,005
1002,6226.0,3666.0,642.0,1399.0,15.0,0.0,459.0,0.0,45.0,56,007
1003,5461.0,3057.0,919.0,1033.0,0.0,101.0,254.0,0.0,95.0,56,009
1004,2826.0,284.0,1100.0,1067.0,0.0,0.0,357.0,1.0,17.0,56,011
1005,14834.0,7904.0,2418.0,2698.0,39.0,29.0,1593.0,62.0,82.0,56,013
1006,818.0,44.0,374.0,308.0,33.0,3.0,28.0,0.0,6.0,30,055
1007,759.0,58.0,367.0,48.0,25.0,0.0,251.0,0.0,10.0,30,059
1008,1926.0,39.0,632.0,336.0,102.0,0.0,768.0,0.0,32.0,30,061
1009,2211.0,76.0,1192.0,294.0,244.0,25.0,346.0,0.0,14.0,30,065
1010,212.0,7.0,125.0,35.0,0.0,0.0,42.0,0.0,2.0,30,069
1011,1756.0,1095.0,280.0,239.0,62.0,2.0,68.0,0.0,10.0,30,071
1012,748.0,22.0,466.0,144.0,0.0,45.0,71.0,0.0,0.0,30,075
1013,2515.0,1154.0,308.0,603.0,45.0,0.0,362.0,9.0,34.0,30,077
1014,502.0,243.0,167.0,38.0,21.0,15.0,15.0,0.0,0.0,30,079
1015,17823.0,7135.0,3794.0,3197.0,184.0,0.0,3168.0,0.0,313.0,30,081
1016,4408.0,2428.0,665.0,1250.0,2.0,0.0,24.0,0.0,22.0,30,083
1017,3248.0,1766.0,806.0,567.0,19.0,6.0,19.0,0.0,28.0,30,085
1018,3237.0,640.0,1057.0,1178.0,23.0,125.0,150.0,0.0,40.0,30,087
1019,5281.0,125.0,1938.0,1139.0,199.0,0.0,1836.0,2.0,42.0,30,089
1020,1543.0,110.0,799.0,408.0,146.0,3.0,20.0,0.0,47.0,30,091
1021,15026.0,10459.0,642.0,2979.0,27.0,0.0,755.0,0.0,163.0,30,093
1022,3840.0,1912.0,1065.0,417.0,30.0,5.0,342.0,4.0,65.0,30,095
1023,1515.0,638.0,267.0,305.0,11.0,0.0,286.0,0.0,8.0,30,097
1024,2496.0,1073.0,830.0,278.0,61.0,0.0,220.0,0.0,25.0,30,099
1025,1827.0,961.0,135.0,607.0,32.0,0.0,70.0,0.0,2.0,30,101
1026,333.0,6.0,137.0,130.0,2.0,4.0,20.0,0.0,34.0,30,103
1027,3324.0,2089.0,484.0,602.0,5.0,4.0,104.0,0.0,34.0,30,105
1028,897.0,405.0,178.0,177.0,15.0,4.0,115.0,0.0,3.0,30,107
1029,477.0,239.0,152.0,78.0,0.0,0.0,8.0,0.0,0.0,30,109
1030,68047.0,45951.0,5014.0,14998.0,111.0,36.0,825.0,89.0,577.0,30,111
1031,6650.0,192.0,346.0,6060.0,0.0,0.0,17.0,0.0,0.0,13,001
1032,2953.0,88.0,70.0,2748.0,2.0,0.0,0.0,0.0,0.0,13,003
1033,3743.0,282.0,200.0,3261.0,0.0,0.0,0.0,0.0,0.0,13,005
1034,1448.0,119.0,161.0,1150.0,13.0,0.0,0.0,0.0,0.0,13,007
1035,6941.0,494.0,1128.0,4835.0,32.0,0.0,403.0,0.0,3.0,13,011
1036,27268.0,5269.0,916.0,20537.0,149.0,0.0,237.0,0.0,20.0,13,013
1037,6612.0,826.0,146.0,5516.0,17.0,0.0,35.0,0.0,0.0,13,017
1038,58154.0,20954.0,1006.0,35437.0,63.0,7.0,162.0,31.0,17.0,13,021
1039,4250.0,569.0,246.0,3391.0,0.0,0.0,26.0,0.0,14.0,13,023
1040,6392.0,423.0,353.0,5378.0,4.0,0.0,159.0,0.0,25.0,13,027
1041,13503.0,1069.0,293.0,12018.0,28.0,0.0,53.0,0.0,0.0,13,029
1042,7953.0,655.0,950.0,6238.0,10.0,0.0,75.0,0.0,5.0,13,033
1043,8342.0,1267.0,1458.0,5340.0,80.0,0.0,135.0,0.0,7.0,13,035
1044,19746.0,1416.0,184.0,17751.0,25.0,0.0,131.0,0.0,3.0,13,039
1045,42196.0,12014.0,4776.0,24178.0,295.0,0.0,658.0,0.0,57.0,13,045
1046,25151.0,3774.0,921.0,20002.0,17.0,12.0,294.0,0.0,0.0,13,047
1047,109868.0,30797.0,1268.0,77136.0,22.0,4.0,139.0,0.0,50.0,13,051
1048,2550.0,358.0,215.0,1924.0,6.0,0.0,0.0,0.0,0.0,13,053
1049,90372.0,58977.0,4752.0,25859.0,67.0,0.0,598.0,0.0,21.0,13,057
1050,50284.0,14968.0,769.0,33899.0,44.0,24.0,190.0,33.0,68.0,13,059
1051,96826.0,50060.0,1356.0,44733.0,100.0,9.0,136.0,0.0,63.0,13,063
1052,283359.0,199452.0,3316.0,78947.0,499.0,26.0,204.0,11.0,193.0,13,067
1053,14832.0,692.0,260.0,13638.0,7.0,0.0,107.0,0.0,0.0,13,069
1054,48233.0,16170.0,1114.0,30524.0,51.0,0.0,274.0,0.0,10.0,13,073
1055,6202.0,433.0,351.0,5289.0,2.0,0.0,28.0,35.0,0.0,13,075
1056,4573.0,249.0,620.0,3580.0,7.0,0.0,92.0,0.0,13.0,13,079
1057,8479.0,345.0,298.0,7715.0,37.0,0.0,0.0,0.0,0.0,13,081
1058,9521.0,2041.0,2547.0,4494.0,46.0,0.0,393.0,0.0,0.0,13,085
1059,283799.0,174557.0,3021.0,104971.0,197.0,16.0,212.0,27.0,183.0,13,089
1060,7530.0,921.0,463.0,6022.0,2.0,0.0,98.0,0.0,0.0,13,091
1061,34233.0,6563.0,772.0,26479.0,49.0,0.0,66.0,0.0,42.0,13,095
1062,49788.0,27877.0,1258.0,19947.0,222.0,0.0,270.0,0.0,13.0,13,097
1063,1497.0,27.0,61.0,1389.0,0.0,0.0,8.0,0.0,0.0,13,101
1064,7695.0,2468.0,799.0,4164.0,36.0,0.0,169.0,0.0,15.0,13,105
1065,1221.0,433.0,293.0,325.0,0.0,0.0,158.0,0.0,12.0,31,133
1066,1202.0,467.0,314.0,374.0,13.0,0.0,23.0,0.0,3.0,31,135
1067,3900.0,2186.0,185.0,1431.0,3.0,0.0,60.0,0.0,26.0,31,137
1068,2990.0,1129.0,732.0,958.0,9.0,0.0,80.0,0.0,65.0,31,139
1069,13173.0,3987.0,690.0,8172.0,43.0,0.0,60.0,0.0,117.0,31,141
1070,2048.0,841.0,344.0,799.0,0.0,0.0,46.0,0.0,16.0,31,143
1071,4503.0,2524.0,353.0,1392.0,22.0,0.0,67.0,0.0,117.0,31,145
1072,3706.0,1607.0,718.0,1138.0,12.0,0.0,170.0,0.0,43.0,31,147
1073,617.0,207.0,101.0,279.0,4.0,0.0,13.0,0.0,9.0,31,149
1074,5292.0,2576.0,584.0,1844.0,1.0,0.0,164.0,0.0,77.0,31,151
1075,67299.0,48919.0,1221.0,16601.0,41.0,51.0,232.0,0.0,90.0,31,153
1076,8542.0,2530.0,2116.0,3257.0,135.0,0.0,198.0,5.0,247.0,31,155
1077,14657.0,8744.0,923.0,4524.0,13.0,0.0,304.0,3.0,98.0,31,157
1078,6766.0,3050.0,1516.0,1954.0,48.0,0.0,91.0,0.0,74.0,31,159
1079,2312.0,1007.0,408.0,696.0,30.0,0.0,151.0,0.0,17.0,31,161
1080,1414.0,535.0,403.0,345.0,4.0,0.0,107.0,0.0,18.0,31,163
1081,530.0,51.0,287.0,99.0,2.0,0.0,82.0,0.0,9.0,31,165
1082,2430.0,927.0,284.0,792.0,233.0,0.0,106.0,0.0,56.0,31,167
1083,2247.0,1151.0,307.0,699.0,12.0,0.0,41.0,0.0,35.0,31,169
1084,276.0,27.0,147.0,42.0,0.0,0.0,46.0,0.0,14.0,31,171
1085,2165.0,942.0,468.0,637.0,24.0,0.0,46.0,0.0,48.0,31,173
1086,8303.0,3674.0,1524.0,2486.0,189.0,0.0,121.0,0.0,280.0,31,177
1087,1524.0,912.0,197.0,329.0,3.0,0.0,58.0,0.0,20.0,31,181
1088,353.0,17.0,159.0,147.0,0.0,0.0,20.0,0.0,10.0,31,183
1089,9972.0,5722.0,1277.0,1368.0,193.0,7.0,1007.0,0.0,369.0,32,001
1090,809026.0,472818.0,9863.0,315573.0,744.0,126.0,1085.0,3349.0,834.0,32,003
1091,18516.0,6737.0,2313.0,4937.0,294.0,0.0,3016.0,101.0,1050.0,32,007
1092,515.0,91.0,117.0,124.0,27.0,0.0,128.0,0.0,28.0,32,009
1093,6579.0,3382.0,672.0,1612.0,43.0,0.0,586.0,3.0,209.0,32,013
1094,2315.0,1560.0,262.0,236.0,8.0,0.0,200.0,0.0,39.0,32,015
1095,21726.0,14385.0,2151.0,3219.0,263.0,8.0,1067.0,0.0,593.0,32,019
1096,1938.0,126.0,629.0,357.0,70.0,0.0,465.0,0.0,289.0,32,021
1097,2009.0,881.0,483.0,218.0,13.0,0.0,240.0,8.0,166.0,32,027
1098,1704.0,441.0,815.0,95.0,133.0,0.0,132.0,8.0,80.0,32,029
1099,3749.0,96.0,343.0,2496.0,77.0,13.0,511.0,0.0,120.0,32,033
1100,22858.0,17654.0,485.0,3883.0,118.0,0.0,488.0,36.0,96.0,32,510
1101,22235.0,358.0,5615.0,2410.0,10737.0,0.0,2720.0,53.0,153.0,33,003
1102,30513.0,1073.0,3120.0,3021.0,18208.0,111.0,3904.0,61.0,746.0,33,005
1103,35141.0,1562.0,8347.0,3385.0,16555.0,47.0,4050.0,100.0,870.0,33,009
1104,162843.0,61007.0,23165.0,17918.0,51142.0,200.0,6054.0,83.0,2469.0,33,011
1105,122520.0,19261.0,24387.0,12132.0,59019.0,195.0,4547.0,220.0,2059.0,33,015
1106,49831.0,9864.0,6774.0,4919.0,24161.0,68.0,2360.0,78.0,1013.0,33,017
1107,22598.0,5833.0,581.0,15707.0,0.0,0.0,441.0,0.0,12.0,22,001
1108,8137.0,2204.0,406.0,5151.0,0.0,0.0,308.0,0.0,46.0,22,003
1109,8941.0,2312.0,71.0,6453.0,12.0,0.0,49.0,0.0,0.0,22,007
1110,15217.0,6125.0,450.0,8161.0,11.0,0.0,277.0,152.0,21.0,22,009
1111,5855.0,2102.0,316.0,3275.0,0.0,0.0,125.0,0.0,0.0,22,013
1112,49600.0,21006.0,556.0,27662.0,0.0,0.0,201.0,32.0,93.0,22,015
1113,78427.0,22051.0,1156.0,54759.0,0.0,0.0,128.0,9.0,100.0,22,019
1114,3899.0,512.0,497.0,2706.0,45.0,0.0,131.0,0.0,0.0,22,021
1115,3394.0,858.0,394.0,2053.0,0.0,0.0,51.0,0.0,0.0,22,025
1116,5808.0,2429.0,707.0,2604.0,0.0,0.0,61.0,0.0,7.0,22,027
1117,10951.0,3133.0,709.0,6874.0,0.0,0.0,174.0,18.0,0.0,22,031
1118,164641.0,56245.0,2102.0,104317.0,12.0,0.0,698.0,66.0,251.0,22,033
1119,7010.0,1371.0,257.0,5036.0,132.0,0.0,128.0,0.0,12.0,22,037
1120,12393.0,3506.0,413.0,8281.0,0.0,0.0,74.0,21.0,9.0,22,039
1121,7054.0,1500.0,416.0,4843.0,0.0,0.0,246.0,13.0,18.0,22,043
1122,26776.0,8242.0,272.0,18107.0,17.0,0.0,0.0,13.0,0.0,22,045
1123,5859.0,2000.0,420.0,3243.0,6.0,0.0,165.0,7.0,3.0,22,049
1124,5234.0,2742.0,1237.0,985.0,13.0,0.0,187.0,0.0,34.0,56,015
1125,3961.0,2293.0,749.0,613.0,0.0,51.0,138.0,0.0,53.0,56,019
1126,40202.0,28714.0,2665.0,7445.0,68.0,6.0,752.0,14.0,330.0,56,021
1127,7348.0,1809.0,1353.0,2943.0,4.0,24.0,1176.0,4.0,28.0,56,023
1128,900.0,437.0,250.0,105.0,0.0,0.0,91.0,0.0,17.0,56,027
1129,12575.0,8139.0,1035.0,1989.0,81.0,9.0,1192.0,0.0,72.0,56,029
1130,13294.0,7374.0,2181.0,2947.0,7.0,377.0,312.0,0.0,75.0,56,033
1131,3529.0,1483.0,669.0,625.0,48.0,0.0,681.0,0.0,23.0,56,035
1132,10027.0,1975.0,761.0,6782.0,124.0,15.0,337.0,0.0,0.0,56,039
1133,7789.0,4846.0,801.0,1371.0,0.0,0.0,634.0,16.0,46.0,56,041
1134,2882.0,1112.0,814.0,613.0,5.0,16.0,322.0,0.0,0.0,56,045
1135,5810.0,0.0,30.0,364.0,0.0,0.0,0.0,28.0,0.0,72,001
1136,21774.0,6.0,209.0,1105.0,8.0,0.0,0.0,96.0,0.0,72,005
1137,8629.0,0.0,70.0,349.0,0.0,0.0,0.0,0.0,0.0,72,007
1138,8866.0,16.0,110.0,514.0,0.0,0.0,0.0,21.0,0.0,72,011
1139,32405.0,0.0,220.0,2390.0,8.0,0.0,0.0,116.0,5.0,72,013
