,NAME,state,county
2204,"Logan County, Arkansas",05,083
2205,"Marion County, Arkansas",05,089
2206,"Mississippi County, Arkansas",05,093
2207,"Van Buren County, Arkansas",05,141
2208,"Woodruff County, Arkansas",05,147
2209,"Fairfield County, Connecticut",09,001
2210,"Middlesex County, Connecticut",09,007
2211,"Tolland County, Connecticut",09,013
2212,"Aleutians East Borough, Alaska",02,013
2213,"Bethel Census Area, Alaska",02,050
2214,"Copper River Census Area, Alaska",02,066
2215,"Fairbanks North Star Borough, Alaska",02,090
2216,"Juneau City and Borough, Alaska",02,110
2217,"Kodiak Island Borough, Alaska",02,150
2218,"Lake and Peninsula Borough, Alaska",02,164
2219,"North Slope Borough, Alaska",02,185
2220,"Prince of Wales-Hyder Census Area, Alaska",02,198
2221,"Southeast Fairbanks Census Area, Alaska",02,240
2222,"Adams County, Colorado",08,001
2223,"Arapahoe County, Colorado",08,005
2224,"Bent County, Colorado",08,011
2225,"Chaffee County, Colorado",08,015
2226,"Clear Creek County, Colorado",08,019
2227,"Crowley County, Colorado",08,025
2228,"Denver County, Colorado",08,031
2229,"Mineral County, Colorado",08,079
2230,"Montrose County, Colorado",08,085
2231,"Otero County, Colorado",08,089
2232,"Phillips County, Colorado",08,095
2233,"Pueblo County, Colorado",08,101
2234,"Routt County, Colorado",08,107
2235,"San Juan County, Colorado",08,111
2236,"Summit County, Colorado",08,117
2237,"Weld County, Colorado",08,123
2238,"Kent County, Delaware",10,001
2239,"Beaverhead County, Montana",30,001
2240,"Broadwater County, Montana",30,007
2241,"Cascade County, Montana",30,013
2242,"Custer County, Montana",30,017
2243,"Kewaunee County, Wisconsin",55,061
2244,"Langlade County, Wisconsin",55,067
2245,"Marathon County, Wisconsin",55,073
2246,"Menominee County, Wisconsin",55,078
2247,"Oneida County, Wisconsin",55,085
2248,"Pepin County, Wisconsin",55,091
2249,"Portage County, Wisconsin",55,097
2250,"Richland County, Wisconsin",55,103
2251,"St. Croix County, Wisconsin",55,109
2252,"Hot Springs County, Wyoming",56,017
2253,"Natrona County, Wyoming",56,025
2254,"Platte County, Wyoming",56,031
2255,"Sweetwater County, Wyoming",56,037
2256,"Washakie County, Wyoming",56,043
2257,"Aguada Municipio, Puerto Rico",72,003
2258,"Aibonito Municipio, Puerto Rico",72,009
2259,"Arroyo Municipio, Puerto Rico",72,015
2260,"Bayamón Municipio, Puerto Rico",72,021
2261,"Canóvanas Municipio, Puerto Rico",72,029
2262,"Cayey Municipio, Puerto Rico",72,035
2263,"Cidra Municipio, Puerto Rico",72,041
2264,"Corozal Municipio, Puerto Rico",72,047
2265,"Fajardo Municipio, Puerto Rico",72,053
2266,"Guayanilla Municipio, Puerto Rico",72,059
2267,"Hatillo Municipio, Puerto Rico",72,065
2268,"Isabela Municipio, Puerto Rico",72,071
2269,"Juncos Municipio, Puerto Rico",72,077
2270,"Salinas Municipio, Puerto Rico",72,123
2271,"San Sebastián Municipio, Puerto Rico",72,131
2272,"Toa Baja Municipio, Puerto Rico",72,137
2273,"Vega Alta Municipio, Puerto Rico",72,143
2274,"Yabucoa Municipio, Puerto Rico",72,151
2275,"Andrews County, Texas",48,003
2276,"Archer County, Texas",48,009
2277,"Austin County, Texas",48,015
2278,"Bastrop County, Texas",48,021
2279,"Bell County, Texas",48,027
2280,"Borden County, Texas",48,033
2281,"Bowie County, Texas",48,037
2282,"Brewster County, Texas",48,043
2283,"Brown County, Texas",48,049
2284,"Caldwell County, Texas",48,055
2285,"Cameron County, Texas",48,061
2286,"Cass County, Texas",48,067
2287,"Cherokee County, Texas",48,073
2288,"Cochran County, Texas",48,079
2289,"Collin County, Texas",48,085
2290,"Eastland County, Texas",48,133
2291,"Ellis County, Texas",48,139
2292,"Falls County, Texas",48,145
2293,"Fisher County, Texas",48,151
2294,"Fort Bend County, Texas",48,157
2295,"Frio County, Texas",48,163
2296,"Galveston County, Texas",48,167
2297,"Glasscock County, Texas",48,173
2298,"Gray County, Texas",48,179
2299,"Grimes County, Texas",48,185
2300,"Hall County, Texas",48,191
2301,"Hardeman County, Texas",48,197
2302,"Isabella County, Michigan",26,073
2303,"Kalamazoo County, Michigan",26,077
2304,"Kalkaska County, Michigan",26,079
2305,"Keweenaw County, Michigan",26,083
2306,"Lake County, Michigan",26,085
2307,"Leelanau County, Michigan",26,089
2308,"Livingston County, Michigan",26,093
2309,"Luce County, Michigan",26,095
2310,"Macomb County, Michigan",26,099
2311,"Manistee County, Michigan",26,101
2312,"Mason County, Michigan",26,105
2313,"Mecosta County, Michigan",26,107
2314,"Midland County, Michigan",26,111
2315,"Monroe County, Michigan",26,115
2316,"Montcalm County, Michigan",26,117
2317,"Muskegon County, Michigan",26,121
2318,"Newaygo County, Michigan",26,123
2319,"Oceana County, Michigan",26,127
2320,"Ogemaw County, Michigan",26,129
2321,"Osceola County, Michigan",26,133
2322,"Oscoda County, Michigan",26,135
2323,"Ottawa County, Michigan",26,139
2324,"Roscommon County, Michigan",26,143
2325,"Saginaw County, Michigan",26,145
2326,"St. Joseph County, Michigan",26,149
2327,"Sanilac County, Michigan",26,151
2328,"Shiawassee County, Michigan",26,155
2329,"Tuscola County, Michigan",26,157
2330,"Washtenaw County, Michigan",26,161
2331,"Wayne County, Michigan",26,163
2332,"Wexford County, Michigan",26,165
2333,"Adams County, Mississippi",28,001
2334,"Alcorn County, Mississippi",28,003
2335,"Amite County, Mississippi",28,005
2336,"Attala County, Mississippi",28,007
2337,"Benton County, Mississippi",28,009
2338,"Bolivar County, Mississippi",28,011
2339,"Calhoun County, Mississippi",28,013
2340,"Carroll County, Mississippi",28,015
2341,"Chickasaw County, Mississippi",28,017
2342,"Choctaw County, Mississippi",28,019
2343,"Claiborne County, Mississippi",28,021
2344,"Clarke County, Mississippi",28,023
2345,"Clay County, Mississippi",28,025
2346,"Coahoma County, Mississippi",28,027
2347,"Copiah County, Mississippi",28,029
2348,"Covington County, Mississippi",28,031
2349,"DeSoto County, Mississippi",28,033
2350,"Forrest County, Mississippi",28,035
2351,"Franklin County, Mississippi",28,037
2352,"Greene County, Mississippi",28,041
2353,"Grenada County, Mississippi",28,043
2354,"Harrison County, Mississippi",28,047
2355,"Hinds County, Mississippi",28,049
2356,"Humphreys County, Mississippi",28,053
2357,"Issaquena County, Mississippi",28,055
2358,"Jackson County, Mississippi",28,059
2359,"Jasper County, Mississippi",28,061
2360,"Noble County, Ohio",39,121
2361,"Paulding County, Ohio",39,125
2362,"Perry County, Ohio",39,127
2363,"Pike County, Ohio",39,131
2364,"Preble County, Ohio",39,135
2365,"Putnam County, Ohio",39,137
2366,"Ross County, Ohio",39,141
2367,"Sandusky County, Ohio",39,143
2368,"Seneca County, Ohio",39,147
2369,"Shelby County, Ohio",39,149
2370,"Summit County, Ohio",39,153
2371,"Trumbull County, Ohio",39,155
2372,"Union County, Ohio",39,159
2373,"Van Wert County, Ohio",39,161
2374,"Warren County, Ohio",39,165
2375,"Washington County, Ohio",39,167
2376,"Wayne County, Ohio",39,169
2377,"Williams County, Ohio",39,171
2378,"Wood County, Ohio",39,173
2379,"Wyandot County, Ohio",39,175
2380,"Adair County, Oklahoma",40,001
2381,"Alfalfa County, Oklahoma",40,003
2382,"Atoka County, Oklahoma",40,005
2383,"Beaver County, Oklahoma",40,007
2384,"Beckham County, Oklahoma",40,009
2385,"Blaine County, Oklahoma",40,011
2386,"Bryan County, Oklahoma",40,013
2387,"Caddo County, Oklahoma",40,015
2388,"Canadian County, Oklahoma",40,017
2389,"Carter County, Oklahoma",40,019
2390,"Cherokee County, Oklahoma",40,021
2391,"Choctaw County, Oklahoma",40,023
2392,"Cimarron County, Oklahoma",40,025
2393,"Cleveland County, Oklahoma",40,027
2394,"Coal County, Oklahoma",40,029
2395,"Comanche County, Oklahoma",40,031
2396,"Craig County, Oklahoma",40,035
2397,"Creek County, Oklahoma",40,037
2398,"Delaware County, Oklahoma",40,041
2399,"Dewey County, Oklahoma",40,043
2400,"Garfield County, Oklahoma",40,047
2401,"Garvin County, Oklahoma",40,049
2402,"Grant County, Oklahoma",40,053
2403,"Greer County, Oklahoma",40,055
2404,"Harper County, Oklahoma",40,059
2405,"Haskell County, Oklahoma",40,061
2406,"Jackson County, Oklahoma",40,065
2407,"Jefferson County, Oklahoma",40,067
2408,"Kay County, Oklahoma",40,071
2409,"Kingfisher County, Oklahoma",40,073
2410,"Latimer County, Oklahoma",40,077
2411,"Le Flore County, Oklahoma",40,079
2412,"Logan County, Oklahoma",40,083
2413,"Love County, Oklahoma",40,085
2414,"McCurtain County, Oklahoma",40,089
2415,"McIntosh County, Oklahoma",40,091
2416,"Marshall County, Oklahoma",40,095
2417,"Mayes County, Oklahoma",40,097
2418,"Muskogee County, Oklahoma",40,101
2419,"Noble County, Oklahoma",40,103
2420,"Deer Lodge County, Montana",30,023
2421,"Flathead County, Montana",30,029
2422,"Glacier County, Montana",30,035
2423,"Granite County, Montana",30,039
2424,"Judith Basin County, Montana",30,045
2425,"Liberty County, Montana",30,051
2426,"Madison County, Montana",30,057
2427,"Missoula County, Montana",30,063
2428,"Park County, Montana",30,067
2429,"Pondera County, Montana",30,073
2430,"Baldwin County, Georgia",13,009
2431,"Bartow County, Georgia",13,015
2432,"Berrien County, Georgia",13,019
2433,"Brantley County, Georgia",13,025
2434,"Bulloch County, Georgia",13,031
2435,"Calhoun County, Georgia",13,037
2436,"Candler County, Georgia",13,043
2437,"Charlton County, Georgia",13,049
2438,"Chattooga County, Georgia",13,055
2439,"Clay County, Georgia",13,061
2440,"Clinch County, Georgia",13,065
2441,"Colquitt County, Georgia",13,071
2442,"Coweta County, Georgia",13,077
2443,"Dade County, Georgia",13,083
2444,"Decatur County, Georgia",13,087
2445,"Dooly County, Georgia",13,093
2446,"Early County, Georgia",13,099
2447,"Effingham County, Georgia",13,103
2448,"Evans County, Georgia",13,109
2449,"Floyd County, Georgia",13,115
2450,"Franklin County, Georgia",13,119
2451,"Glascock County, Georgia",13,125
2452,"Grady County, Georgia",13,131
2453,"Habersham County, Georgia",13,137
2454,"Hancock County, Georgia",13,141
2455,"Lowndes County, Georgia",13,185
2456,"McDuffie County, Georgia",13,189
2457,"Madison County, Georgia",13,195
2458,"Miller County, Georgia",13,201
2459,"Monroe County, Georgia",13,207
2460,"Murray County, Georgia",13,213
2461,"Oconee County, Georgia",13,219
2462,"Peach County, Georgia",13,225
2463,"Pierce County, Georgia",13,229
2464,"Pulaski County, Georgia",13,235
2465,"Rabun County, Georgia",13,241
2466,"Richmond County, Georgia",13,245
2467,"Screven County, Georgia",13,251
2468,"Stephens County, Georgia",13,257
2469,"Talbot County, Georgia",13,263
2470,"Tattnall County, Georgia",13,267
2471,"Terrell County, Georgia",13,273
2472,"Toombs County, Georgia",13,279
2473,"Troup County, Georgia",13,285
2474,"Twiggs County, Georgia",13,289
2475,"Walker County, Georgia",13,295
2476,"Warren County, Georgia",13,301
2477,"Wayne County, Georgia",13,305
2478,"White County, Georgia",13,311
2479,"Wilkes County, Georgia",13,317
2480,"Harrison County, Texas",48,203
2481,"Hays County, Texas",48,209
2482,"Hidalgo County, Texas",48,215
2483,"Hood County, Texas",48,221
2484,"Howard County, Texas",48,227
2485,"Hutchinson County, Texas",48,233
2486,"Jackson County, Texas",48,239
2487,"Jefferson County, Texas",48,245
2488,"Johnson County, Texas",48,251
2489,"Loving County, Texas",48,301
2490,"Lynn County, Texas",48,305
2491,"McMullen County, Texas",48,311
2492,"Martin County, Texas",48,317
2493,"Maverick County, Texas",48,323
2494,"Midland County, Texas",48,329
2495,"Mitchell County, Texas",48,335
2496,"Moore County, Texas",48,341
2497,"Nacogdoches County, Texas",48,347
2498,"Nolan County, Texas",48,353
2499,"Oldham County, Texas",48,359
2500,"Panola County, Texas",48,365
2501,"Pecos County, Texas",48,371
2502,"Presidio County, Texas",48,377
2503,"Reagan County, Texas",48,383
2504,"Reeves County, Texas",48,389
2505,"Robertson County, Texas",48,395
2506,"Rusk County, Texas",48,401
2507,"San Jacinto County, Texas",48,407
2508,"Schleicher County, Texas",48,413
2509,"Shelby County, Texas",48,419
2510,"Val Verde County, Texas",48,465
2511,"Walker County, Texas",48,471
2512,"Washington County, Texas",48,477
2513,"Wheeler County, Texas",48,483
2514,"Willacy County, Texas",48,489
2515,"Winkler County, Texas",48,495
2516,"Yoakum County, Texas",48,501
2517,"Zavala County, Texas",48,507
2518,"Jefferson Davis County, Mississippi",28,065
2519,"Jones County, Mississippi",28,067
2520,"Lafayette County, Mississippi",28,071
2521,"Lauderdale County, Mississippi",28,075
2522,"Lawrence County, Mississippi",28,077
2523,"Lee County, Mississippi",28,081
2524,"Leflore County, Mississippi",28,083
2525,"Lowndes County, Mississippi",28,087
2526,"Madison County, Mississippi",28,089
2527,"Marshall County, Mississippi",28,093
2528,"Monroe County, Mississippi",28,095
2529,"Neshoba County, Mississippi",28,099
2530,"Noxubee County, Mississippi",28,103
2531,"Oktibbeha County, Mississippi",28,105
2532,"Pearl River County, Mississippi",28,109
2533,"Perry County, Mississippi",28,111
2534,"Pontotoc County, Mississippi",28,115
2535,"Prentiss County, Mississippi",28,117
2536,"Rankin County, Mississippi",28,121
2537,"Scott County, Mississippi",28,123
2538,"Simpson County, Mississippi",28,127
2539,"Stone County, Mississippi",28,131
2540,"Sunflower County, Mississippi",28,133
2541,"Tate County, Mississippi",28,137
2542,"Tippah County, Mississippi",28,139
2543,"Tunica County, Mississippi",28,143
2544,"Union County, Mississippi",28,145
2545,"Warren County, Mississippi",28,149
2546,"Washington County, Mississippi",28,151
2547,"Webster County, Mississippi",28,155
2548,"Wilkinson County, Mississippi",28,157
2549,"Yalobusha County, Mississippi",28,161
2550,"Yazoo County, Mississippi",28,163
2551,"Catron County, New Mexico",35,003
2552,"Chaves County, New Mexico",35,005
2553,"Cibola County, New Mexico",35,006
2554,"Colfax County, New Mexico",35,007
2555,"Curry County, New Mexico",35,009
2556,"De Baca County, New Mexico",35,011
2557,"Doña Ana County, New Mexico",35,013
2558,"Eddy County, New Mexico",35,015
2559,"Grant County, New Mexico",35,017
2560,"Guadalupe County, New Mexico",35,019
2561,"Harding County, New Mexico",35,021
2562,"Hidalgo County, New Mexico",35,023
2563,"Lea County, New Mexico",35,025
2564,"Lincoln County, New Mexico",35,027
2565,"Los Alamos County, New Mexico",35,028
2566,"Luna County, New Mexico",35,029
2567,"McKinley County, New Mexico",35,031
2568,"Mora County, New Mexico",35,033
2569,"Otero County, New Mexico",35,035
2570,"Quay County, New Mexico",35,037
2571,"Rio Arriba County, New Mexico",35,039
2572,"Sandoval County, New Mexico",35,043
2573,"San Juan County, New Mexico",35,045
2574,"Santa Fe County, New Mexico",35,049
2575,"Socorro County, New Mexico",35,053
2576,"Okfuskee County, Oklahoma",40,107
2577,"Okmulgee County, Oklahoma",40,111
2578,"Osage County, Oklahoma",40,113
2579,"Pawnee County, Oklahoma",40,117
2580,"Payne County, Oklahoma",40,119
2581,"Pontotoc County, Oklahoma",40,123
2582,"Pottawatomie County, Oklahoma",40,125
2583,"Roger Mills County, Oklahoma",40,129
2584,"Rogers County, Oklahoma",40,131
2585,"Sequoyah County, Oklahoma",40,135
2586,"Stephens County, Oklahoma",40,137
2587,"Tillman County, Oklahoma",40,141
2588,"Tulsa County, Oklahoma",40,143
2589,"Washington County, Oklahoma",40,147
2590,"Washita County, Oklahoma",40,149
2591,"Woodward County, Oklahoma",40,153
2592,"Baker County, Oregon",41,001
2593,"Clackamas County, Oregon",41,005
2594,"Clatsop County, Oregon",41,007
2595,"Columbia County, Oregon",41,009
2596,"Coos County, Oregon",41,011
2597,"Crook County, Oregon",41,013
2598,"Curry County, Oregon",41,015
2599,"Deschutes County, Oregon",41,017
2600,"Douglas County, Oregon",41,019
2601,"Gilliam County, Oregon",41,021
2602,"Grant County, Oregon",41,023
2603,"Harney County, Oregon",41,025
2604,"Hood River County, Oregon",41,027
2605,"Jackson County, Oregon",41,029
2606,"Jefferson County, Oregon",41,031
2607,"Josephine County, Oregon",41,033
2608,"Klamath County, Oregon",41,035
2609,"Lake County, Oregon",41,037
2610,"Lane County, Oregon",41,039
2611,"Lincoln County, Oregon",41,041
2612,"Linn County, Oregon",41,043
2613,"Malheur County, Oregon",41,045
2614,"Marion County, Oregon",41,047
2615,"Multnomah County, Oregon",41,051
2616,"Sherman County, Oregon",41,055
2617,"Tillamook County, Oregon",41,057
2618,"Union County, Oregon",41,061
2619,"Wallowa County, Oregon",41,063
2620,"Washington County, Oregon",41,067
2621,"Wheeler County, Oregon",41,069
2622,"Bristol County, Rhode Island",44,001
2623,"Kent County, Rhode Island",44,003
2624,"Providence County, Rhode Island",44,007
2625,"Washington County, Rhode Island",44,009
2626,"Allegheny County, Pennsylvania",42,003
2627,"Armstrong County, Pennsylvania",42,005
2628,"Bedford County, Pennsylvania",42,009
2629,"Berks County, Pennsylvania",42,011
2630,"Bradford County, Pennsylvania",42,015
2631,"Bucks County, Pennsylvania",42,017
2632,"Cambria County, Pennsylvania",42,021
2633,"Cameron County, Pennsylvania",42,023
2634,"Centre County, Pennsylvania",42,027
2635,"Worth County, Georgia",13,321
2636,"Clearwater County, Idaho",16,035
2637,"Elmore County, Idaho",16,039
2638,"Gem County, Idaho",16,045
2639,"Jefferson County, Idaho",16,051
2640,"Kootenai County, Idaho",16,055
2641,"Lewis County, Idaho",16,061
2642,"Minidoka County, Idaho",16,067
2643,"Oneida County, Idaho",16,071
2644,"Power County, Idaho",16,077
2645,"Twin Falls County, Idaho",16,083
2646,"Adams County, Illinois",17,001
2647,"Bond County, Illinois",17,005
2648,"Bureau County, Illinois",17,011
2649,"Cass County, Illinois",17,017
2650,"Christian County, Illinois",17,021
2651,"Clinton County, Illinois",17,027
2652,"Crawford County, Illinois",17,033
2653,"De Witt County, Illinois",17,039
2654,"DuPage County, Illinois",17,043
2655,"Effingham County, Illinois",17,049
2656,"Franklin County, Illinois",17,055
2657,"Greene County, Illinois",17,061
2658,"Hamilton County, Illinois",17,065
2659,"Henderson County, Illinois",17,071
2660,"Jackson County, Illinois",17,077
2661,"Marion County, Illinois",17,121
2662,"Massac County, Illinois",17,127
2663,"Monroe County, Illinois",17,133
2664,"Moultrie County, Illinois",17,139
2665,"Peoria County, Illinois",17,143
2666,"Pike County, Illinois",17,149
2667,"Putnam County, Illinois",17,155
2668,"Rock Island County, Illinois",17,161
2669,"Saline County, Illinois",17,165
2670,"Scott County, Illinois",17,171
2671,"Stephenson County, Illinois",17,177
2672,"Vermilion County, Illinois",17,183
2673,"Washington County, Illinois",17,189
2674,"White County, Illinois",17,193
2675,"Williamson County, Illinois",17,199
2676,"Adair County, Iowa",19,001
2677,"Appanoose County, Iowa",19,007
2678,"Benton County, Iowa",19,011
2679,"Bremer County, Iowa",19,017
2680,"Buena Vista County, Iowa",19,021
2681,"Carroll County, Iowa",19,027
2682,"Cerro Gordo County, Iowa",19,033
2683,"Clarke County, Iowa",19,039
2684,"Clayton County, Iowa",19,043
2685,"Dallas County, Iowa",19,049
2686,"Delaware County, Iowa",19,055
2687,"Jasper County, Iowa",19,099
2688,"Jones County, Iowa",19,105
2689,"Kossuth County, Iowa",19,109
2690,"Louisa County, Iowa",19,115
2691,"Madison County, Iowa",19,121
2692,"Marion County, Iowa",19,125
2693,"Mitchell County, Iowa",19,131
2694,"Montgomery County, Iowa",19,137
2695,"Taos County, New Mexico",35,055
2696,"Union County, New Mexico",35,059
2697,"Valencia County, New Mexico",35,061
2698,"Barnes County, North Dakota",38,003
2699,"Benson County, North Dakota",38,005
2700,"Bottineau County, North Dakota",38,009
2701,"Bowman County, North Dakota",38,011
2702,"Burleigh County, North Dakota",38,015
2703,"Cass County, North Dakota",38,017
2704,"Dickey County, North Dakota",38,021
2705,"Dunn County, North Dakota",38,025
2706,"Eddy County, North Dakota",38,027
2707,"Foster County, North Dakota",38,031
2708,"Golden Valley County, North Dakota",38,033
2709,"Grant County, North Dakota",38,037
2710,"Griggs County, North Dakota",38,039
2711,"Kidder County, North Dakota",38,043
2712,"LaMoure County, North Dakota",38,045
2713,"McHenry County, North Dakota",38,049
2714,"McIntosh County, North Dakota",38,051
2715,"McLean County, North Dakota",38,055
2716,"Mercer County, North Dakota",38,057
2717,"Mountrail County, North Dakota",38,061
2718,"Oliver County, North Dakota",38,065
2719,"Pembina County, North Dakota",38,067
2720,"Ramsey County, North Dakota",38,071
2721,"Ransom County, North Dakota",38,073
2722,"Richland County, North Dakota",38,077
2723,"Rolette County, North Dakota",38,079
2724,"Sheridan County, North Dakota",38,083
2725,"Sioux County, North Dakota",38,085
2726,"Stark County, North Dakota",38,089
2727,"Steele County, North Dakota",38,091
2728,"Towner County, North Dakota",38,095
2729,"Traill County, North Dakota",38,097
2730,"Ward County, North Dakota",38,101
2731,"Williams County, North Dakota",38,105
2732,"Apache County, Arizona",04,001
2733,"Cochise County, Arizona",04,003
2734,"Coconino County, Arizona",04,005
2735,"Gila County, Arizona",04,007
2736,"Graham County, Arizona",04,009
2737,"Greenlee County, Arizona",04,011
2738,"La Paz County, Arizona",04,012
2739,"Maricopa County, Arizona",04,013
2740,"Mohave County, Arizona",04,015
2741,"Navajo County, Arizona",04,017
2742,"Pima County, Arizona",04,019
2743,"Pinal County, Arizona",04,021
2744,"Santa Cruz County, Arizona",04,023
2745,"Yavapai County, Arizona",04,025
2746,"Yuma County, Arizona",04,027
2747,"Allen County, Kansas",20,001
2748,"Anderson County, Kansas",20,003
2749,"Atchison County, Kansas",20,005
2750,"Barber County, Kansas",20,007
2751,"Barton County, Kansas",20,009
2752,"Bourbon County, Kansas",20,011
2753,"Chester County, Pennsylvania",42,029
2754,"Clearfield County, Pennsylvania",42,033
2755,"Clinton County, Pennsylvania",42,035
2756,"Crawford County, Pennsylvania",42,039
2757,"Cumberland County, Pennsylvania",42,041
2758,"Delaware County, Pennsylvania",42,045
2759,"Elk County, Pennsylvania",42,047
2760,"Fayette County, Pennsylvania",42,051
2761,"Forest County, Pennsylvania",42,053
2762,"Fulton County, Pennsylvania",42,057
2763,"Greene County, Pennsylvania",42,059
2764,"Indiana County, Pennsylvania",42,063
2765,"Jefferson County, Pennsylvania",42,065
2766,"Lackawanna County, Pennsylvania",42,069
2767,"Lancaster County, Pennsylvania",42,071
2768,"Lebanon County, Pennsylvania",42,075
2769,"Lehigh County, Pennsylvania",42,077
2770,"Lycoming County, Pennsylvania",42,081
2771,"McKean County, Pennsylvania",42,083
2772,"Mercer County, Pennsylvania",42,085
2773,"Monroe County, Pennsylvania",42,089
2774,"Montgomery County, Pennsylvania",42,091
2775,"Montour County, Pennsylvania",42,093
2776,"Northampton County, Pennsylvania",42,095
2777,"Northumberland County, Pennsylvania",42,097
2778,"Perry County, Pennsylvania",42,099
2779,"Philadelphia County, Pennsylvania",42,101
2780,"Pike County, Pennsylvania",42,103
2781,"Potter County, Pennsylvania",42,105
2782,"Schuylkill County, Pennsylvania",42,107
2783,"Snyder County, Pennsylvania",42,109
2784,"Somerset County, Pennsylvania",42,111
2785,"Sullivan County, Pennsylvania",42,113
2786,"Susquehanna County, Pennsylvania",42,115
2787,"Tioga County, Pennsylvania",42,117
2788,"Union County, Pennsylvania",42,119
2789,"Venango County, Pennsylvania",42,121
2790,"Warren County, Pennsylvania",42,123
2791,"Washington County, Pennsylvania",42,125
2792,"Wayne County, Pennsylvania",42,127
2793,"Wyoming County, Pennsylvania",42,131
2794,"York County, Pennsylvania",42,133
2795,"Abbeville County, South Carolina",45,001
2796,"Allendale County, South Carolina",45,005
2797,"Anderson County, South Carolina",45,007
2798,"Barnwell County, South Carolina",45,011
2799,"Beaufort County, South Carolina",45,013
2800,"Calhoun County, South Carolina",45,017
2801,"Charleston County, South Carolina",45,019
2802,"Chester County, South Carolina",45,023
2803,"Chesterfield County, South Carolina",45,025
2804,"Colleton County, South Carolina",45,029
2805,"Darlington County, South Carolina",45,031
2806,"Dillon County, South Carolina",45,033
2807,"Edgefield County, South Carolina",45,037
2808,"Fairfield County, South Carolina",45,039
2809,"Georgetown County, South Carolina",45,043
2810,"O'Brien County, Iowa",19,141
2811,"Palo Alto County, Iowa",19,147
2812,"Polk County, Iowa",19,153
2813,"Poweshiek County, Iowa",19,157
2814,"Scott County, Iowa",19,163
2815,"Story County, Iowa",19,169
2816,"Taylor County, Iowa",19,173
2817,"Wapello County, Iowa",19,179
2818,"Wayne County, Iowa",19,185
2819,"Winnebago County, Iowa",19,189
2820,"Worth County, Iowa",19,195
2821,"Anne Arundel County, Maryland",24,003
2822,"Calvert County, Maryland",24,009
2823,"Cecil County, Maryland",24,015
2824,"Frederick County, Maryland",24,021
2825,"Howard County, Maryland",24,027
2826,"Montgomery County, Maryland",24,031
2827,"St. Mary's County, Maryland",24,037
2828,"Cheboygan County, Michigan",26,031
2829,"Clinton County, Michigan",26,037
2830,"Dickinson County, Michigan",26,043
2831,"Emmet County, Michigan",26,047
2832,"Gogebic County, Michigan",26,053
2833,"Hillsdale County, Michigan",26,059
2834,"Ingham County, Michigan",26,065
2835,"Iosco County, Michigan",26,069
2836,"Jackson County, Michigan",26,075
2837,"Kent County, Michigan",26,081
2838,"Lapeer County, Michigan",26,087
2839,"Lenawee County, Michigan",26,091
2840,"Mackinac County, Michigan",26,097
2841,"Marquette County, Michigan",26,103
2842,"Menominee County, Michigan",26,109
2843,"Missaukee County, Michigan",26,113
2844,"Montmorency County, Michigan",26,119
2845,"Oakland County, Michigan",26,125
2846,"Ontonagon County, Michigan",26,131
2847,"Otsego County, Michigan",26,137
2848,"Presque Isle County, Michigan",26,141
2849,"St. Clair County, Michigan",26,147
2850,"Schoolcraft County, Michigan",26,153
2851,"Van Buren County, Michigan",26,159
2852,"George County, Mississippi",28,039
2853,"Hancock County, Mississippi",28,045
2854,"Holmes County, Mississippi",28,051
2855,"Itawamba County, Mississippi",28,057
2856,"Jefferson County, Mississippi",28,063
2857,"Kemper County, Mississippi",28,069
2858,"Lamar County, Mississippi",28,073
2859,"Leake County, Mississippi",28,079
2860,"Lincoln County, Mississippi",28,085
2861,"Marion County, Mississippi",28,091
2862,"Montgomery County, Mississippi",28,097
2863,"Newton County, Mississippi",28,101
2864,"Panola County, Mississippi",28,107
2865,"Pike County, Mississippi",28,113
2866,"Quitman County, Mississippi",28,119
2867,"Sharkey County, Mississippi",28,125
2868,"Smith County, Mississippi",28,129
2869,"Butler County, Kansas",20,015
2870,"Chautauqua County, Kansas",20,019
2871,"Cherokee County, Kansas",20,021
2872,"Clark County, Kansas",20,025
2873,"Clay County, Kansas",20,027
2874,"Coffey County, Kansas",20,031
2875,"Comanche County, Kansas",20,033
2876,"Crawford County, Kansas",20,037
2877,"Dickinson County, Kansas",20,041
2878,"Doniphan County, Kansas",20,043
2879,"Edwards County, Kansas",20,047
2880,"Elk County, Kansas",20,049
2881,"Ellsworth County, Kansas",20,053
2882,"Finney County, Kansas",20,055
2883,"Franklin County, Kansas",20,059
2884,"Geary County, Kansas",20,061
2885,"Graham County, Kansas",20,065
2886,"Gray County, Kansas",20,069
2887,"Greeley County, Kansas",20,071
2888,"Hamilton County, Kansas",20,075
2889,"Harper County, Kansas",20,077
2890,"Haskell County, Kansas",20,081
2891,"Hodgeman County, Kansas",20,083
2892,"Jefferson County, Kansas",20,087
2893,"Johnson County, Kansas",20,091
2894,"Kearny County, Kansas",20,093
2895,"Kiowa County, Kansas",20,097
2896,"Labette County, Kansas",20,099
2897,"Leavenworth County, Kansas",20,103
2898,"Lincoln County, Kansas",20,105
2899,"Logan County, Kansas",20,109
2900,"McPherson County, Kansas",20,113
2901,"Marion County, Kansas",20,115
2902,"Meade County, Kansas",20,119
2903,"Miami County, Kansas",20,121
2904,"Montgomery County, Kansas",20,125
2905,"Morris County, Kansas",20,127
2906,"Nemaha County, Kansas",20,131
